时间段,省份,城市,月份,最大温度,最小温度,降水量
1981年-2010年,青海省,治多,1,-3,-20.3,3.4
1981年-2010年,青海省,治多,2,-0.9,-17.5,3
1981年-2010年,青海省,治多,3,3.3,-12.6,5.9
1981年-2010年,青海省,治多,4,7.6,-8.1,10.2
1981年-2010年,青海省,治多,5,11.4,-2.9,35.4
1981年-2010年,青海省,治多,6,13.9,2,85.7
1981年-2010年,青海省,治多,7,16.4,4.1,94.7
1981年-2010年,青海省,治多,8,16.1,3.1,83.2
1981年-2010年,青海省,治多,9,13.1,0.6,71.7
1981年-2010年,青海省,治多,10,7.5,-6.4,22.1
1981年-2010年,青海省,治多,11,1.8,-14.7,2
1981年-2010年,青海省,治多,12,-1.8,-19.6,2.3
1981年-2010年,青海省,湟源,1,0.9,-18.6,1.1
1981年-2010年,青海省,湟源,2,3.7,-14.7,1.8
1981年-2010年,青海省,湟源,3,8.2,-8,8.1
1981年-2010年,青海省,湟源,4,13.4,-1.7,21.6
1981年-2010年,青海省,湟源,5,17.4,2.7,51.5
1981年-2010年,青海省,湟源,6,19.7,5.9,71.5
1981年-2010年,青海省,湟源,7,21.6,7.7,88.7
1981年-2010年,青海省,湟源,8,21.1,7.1,85.7
1981年-2010年,青海省,湟源,9,17,4.2,64.3
1981年-2010年,青海省,湟源,10,12.1,-2,21.5
1981年-2010年,青海省,湟源,11,7.1,-9.8,4.2
1981年-2010年,青海省,湟源,12,2.6,-16.2,1.4
1981年-2010年,青海省,湟中,1,-0.3,-13,3.7
1981年-2010年,青海省,湟中,2,2.4,-10.3,5.2
1981年-2010年,青海省,湟中,3,7,-5.2,14.5
1981年-2010年,青海省,湟中,4,12.6,0.1,32.1
1981年-2010年,青海省,湟中,5,16.5,4.5,70.4
1981年-2010年,青海省,湟中,6,19.2,8,86.7
1981年-2010年,青海省,湟中,7,21.1,10.3,106
1981年-2010年,青海省,湟中,8,20.3,9.5,100.2
1981年-2010年,青海省,湟中,9,15.8,6,80.7
1981年-2010年,青海省,湟中,10,10.7,0.5,31.2
1981年-2010年,青海省,湟中,11,5.7,-6,7.3
1981年-2010年,青海省,湟中,12,1.2,-11.1,2.9
1981年-2010年,宁夏回族自治区,银川,1,-0.5,-12.8,1.2
1981年-2010年,宁夏回族自治区,银川,2,4.3,-8.7,2.2
1981年-2010年,宁夏回族自治区,银川,3,11.2,-2,6.1
1981年-2010年,宁夏回族自治区,银川,4,19.3,4.8,8.8
1981年-2010年,宁夏回族自治区,银川,5,24.5,11,23.9
1981年-2010年,宁夏回族自治区,银川,6,28.4,15.7,23.9
1981年-2010年,宁夏回族自治区,银川,7,29.9,18.1,35.6
1981年-2010年,宁夏回族自治区,银川,8,28,16.3,44
1981年-2010年,宁夏回族自治区,银川,9,23.4,10.9,24.5
1981年-2010年,宁夏回族自治区,银川,10,17.1,3.7,9.4
1981年-2010年,宁夏回族自治区,银川,11,8,-3.1,2.3
1981年-2010年,宁夏回族自治区,银川,12,0.9,-10,1
1981年-2010年,宁夏回族自治区,固原,1,0,-13.1,3.3
1981年-2010年,宁夏回族自治区,固原,2,2.9,-9.3,4.9
1981年-2010年,宁夏回族自治区,固原,3,8.3,-3.7,10.6
1981年-2010年,宁夏回族自治区,固原,4,15.4,2.5,21.6
1981年-2010年,宁夏回族自治区,固原,5,20.2,7.6,43.8
1981年-2010年,宁夏回族自治区,固原,6,23.7,11.4,60
1981年-2010年,宁夏回族自治区,固原,7,25.3,13.6,80.1
1981年-2010年,宁夏回族自治区,固原,8,23.7,12.8,104.8
1981年-2010年,宁夏回族自治区,固原,9,18.9,8.4,58.4
1981年-2010年,宁夏回族自治区,固原,10,13.1,2.2,30.5
1981年-2010年,宁夏回族自治区,固原,11,7.4,-4.9,5.5
1981年-2010年,宁夏回族自治区,固原,12,1.8,-10.8,2
1981年-2010年,宁夏回族自治区,石嘴山,1,-0.3,-12.5,1.3
1981年-2010年,宁夏回族自治区,石嘴山,2,4.3,-8.2,2.2
1981年-2010年,宁夏回族自治区,石嘴山,3,11.2,-1.6,5
1981年-2010年,宁夏回族自治区,石嘴山,4,19.4,5.5,4.7
1981年-2010年,宁夏回族自治区,石嘴山,5,25.4,11.6,15.1
1981年-2010年,宁夏回族自治区,石嘴山,6,29.6,16.2,24.1
1981年-2010年,宁夏回族自治区,石嘴山,7,31.3,18.9,40.2
1981年-2010年,宁夏回族自治区,石嘴山,8,29.2,17.2,40.2
1981年-2010年,宁夏回族自治区,石嘴山,9,24.1,11.6,23.6
1981年-2010年,宁夏回族自治区,石嘴山,10,17.3,4.1,8.1
1981年-2010年,宁夏回族自治区,石嘴山,11,8.3,-3.7,1.8
1981年-2010年,宁夏回族自治区,石嘴山,12,1,-10.3,0.8
1981年-2010年,宁夏回族自治区,吴忠,1,0.8,-11.4,1.2
1981年-2010年,宁夏回族自治区,吴忠,2,5.2,-7.7,1.9
1981年-2010年,宁夏回族自治区,吴忠,3,11.9,-1.3,5.4
1981年-2010年,宁夏回族自治区,吴忠,4,19.9,5.4,11.3
1981年-2010年,宁夏回族自治区,吴忠,5,25,11.2,20
1981年-2010年,宁夏回族自治区,吴忠,6,28.7,15.8,24.6
1981年-2010年,宁夏回族自治区,吴忠,7,30.4,18.4,37.2
1981年-2010年,宁夏回族自治区,吴忠,8,28.5,16.7,41.8
1981年-2010年,宁夏回族自治区,吴忠,9,23.9,11.4,24.2
1981年-2010年,宁夏回族自治区,吴忠,10,17.6,4.7,12.4
1981年-2010年,宁夏回族自治区,吴忠,11,8.9,-2.2,2.7
1981年-2010年,宁夏回族自治区,吴忠,12,2.1,-8.8,0.6
1981年-2010年,宁夏回族自治区,中卫,1,1.1,-13.5,1.5
1981年-2010年,宁夏回族自治区,中卫,2,5.7,-9,1.4
1981年-2010年,宁夏回族自治区,中卫,3,12.3,-2.3,3.4
1981年-2010年,宁夏回族自治区,中卫,4,19.8,4.3,10.8
1981年-2010年,宁夏回族自治区,中卫,5,24.3,9.9,18.1
1981年-2010年,宁夏回族自治区,中卫,6,27.7,14.1,26.8
1981年-2010年,宁夏回族自治区,中卫,7,29.4,16.6,33.6
1981年-2010年,宁夏回族自治区,中卫,8,27.7,15.1,44
1981年-2010年,宁夏回族自治区,中卫,9,23.6,10,22.8
1981年-2010年,宁夏回族自治区,中卫,10,17.6,3.3,12
1981年-2010年,宁夏回族自治区,中卫,11,9.3,-3.5,1.6
1981年-2010年,宁夏回族自治区,中卫,12,2.5,-10.4,0.5
1981年-2010年,宁夏回族自治区,海原,1,0,-10.5,3.4
1981年-2010年,宁夏回族自治区,海原,2,3.1,-7.6,4.3
1981年-2010年,宁夏回族自治区,海原,3,8.5,-2.4,7.7
1981年-2010年,宁夏回族自治区,海原,4,15.4,3.7,18.8
1981年-2010年,宁夏回族自治区,海原,5,20.4,8.9,38.3
1981年-2010年,宁夏回族自治区,海原,6,24.2,13.1,51.5
1981年-2010年,宁夏回族自治区,海原,7,26,15.1,64.5
1981年-2010年,宁夏回族自治区,海原,8,24.4,13.6,88.8
1981年-2010年,宁夏回族自治区,海原,9,19.5,9.6,51.1
1981年-2010年,宁夏回族自治区,海原,10,13.7,3.4,25.6
1981年-2010年,宁夏回族自治区,海原,11,7.5,-3.1,3.4
1981年-2010年,宁夏回族自治区,海原,12,1.9,-8.7,1.8
1981年-2010年,宁夏回族自治区,贺兰,1,-0.4,-12.9,1.3
1981年-2010年,宁夏回族自治区,贺兰,2,4.4,-8.9,2.1
1981年-2010年,宁夏回族自治区,贺兰,3,11.2,-2.2,5.8
1981年-2010年,宁夏回族自治区,贺兰,4,19.3,4.8,9.3
1981年-2010年,宁夏回族自治区,贺兰,5,24.8,11,20
1981年-2010年,宁夏回族自治区,贺兰,6,28.6,15.6,20.8
1981年-2010年,宁夏回族自治区,贺兰,7,30.3,18.2,36
1981年-2010年,宁夏回族自治区,贺兰,8,28.4,16.5,39.8
1981年-2010年,宁夏回族自治区,贺兰,9,23.7,11.1,26.2
1981年-2010年,宁夏回族自治区,贺兰,10,17.3,3.8,10.2
1981年-2010年,宁夏回族自治区,贺兰,11,7.9,-3.3,2.6
1981年-2010年,宁夏回族自治区,贺兰,12,0.8,-10.2,0.9
1981年-2010年,宁夏回族自治区,惠农,1,-0.7,-13.5,0.7
1981年-2010年,宁夏回族自治区,惠农,2,4,-9.6,1.8
1981年-2010年,宁夏回族自治区,惠农,3,10.7,-3,4.5
1981年-2010年,宁夏回族自治区,惠农,4,18.9,4,5.5
1981年-2010年,宁夏回族自治区,惠农,5,24.7,10.4,16.9
1981年-2010年,宁夏回族自治区,惠农,6,28.7,15.1,25.9
1981年-2010年,宁夏回族自治区,惠农,7,30.7,18,46.3
1981年-2010年,宁夏回族自治区,惠农,8,28.7,16.5,34.2
1981年-2010年,宁夏回族自治区,惠农,9,23.8,10.8,23.9
1981年-2010年,宁夏回族自治区,惠农,10,17,3.3,8.2
1981年-2010年,宁夏回族自治区,惠农,11,7.6,-4.4,1.7
1981年-2010年,宁夏回族自治区,惠农,12,0.6,-11,0.4
1981年-2010年,宁夏回族自治区,灵武,1,0.6,-13.3,1.2
1981年-2010年,宁夏回族自治区,灵武,2,5.1,-9.4,2
1981年-2010年,宁夏回族自治区,灵武,3,11.7,-2.7,5.6
1981年-2010年,宁夏回族自治区,灵武,4,19.7,3.8,10.9
1981年-2010年,宁夏回族自治区,灵武,5,24.7,9.5,21
1981年-2010年,宁夏回族自治区,灵武,6,28.3,14,25.6
1981年-2010年,宁夏回族自治区,灵武,7,29.9,16.9,38.8
1981年-2010年,宁夏回族自治区,灵武,8,28.2,15.2,42.5
1981年-2010年,宁夏回族自治区,灵武,9,23.9,9.6,25.8
1981年-2010年,宁夏回族自治区,灵武,10,17.6,2.1,11.6
1981年-2010年,宁夏回族自治区,灵武,11,8.7,-3.7,2.6
1981年-2010年,宁夏回族自治区,灵武,12,1.9,-10.4,0.7
1981年-2010年,宁夏回族自治区,隆德,1,-1,-12.9,5.2
1981年-2010年,宁夏回族自治区,隆德,2,1.6,-9.1,6.6
1981年-2010年,宁夏回族自治区,隆德,3,6.6,-4.1,13
1981年-2010年,宁夏回族自治区,隆德,4,13.1,1.1,24.7
1981年-2010年,宁夏回族自治区,隆德,5,17.6,5.4,44.9
1981年-2010年,宁夏回族自治区,隆德,6,20.9,8.9,68.9
1981年-2010年,宁夏回族自治区,隆德,7,22.9,11.7,106
1981年-2010年,宁夏回族自治区,隆德,8,21.8,11.4,105
1981年-2010年,宁夏回族自治区,隆德,9,17.1,7.6,69.4
1981年-2010年,宁夏回族自治区,隆德,10,11.5,1.7,36.2
1981年-2010年,宁夏回族自治区,隆德,11,5.9,-5.1,8.7
1981年-2010年,宁夏回族自治区,隆德,12,0.8,-10.9,3.3
2007年-2014年,宁夏回族自治区,彭阳,1,1.7,-12.91,6.38
2007年-2014年,宁夏回族自治区,彭阳,2,5.88,-8.15,5.81
2007年-2014年,宁夏回族自治区,彭阳,3,11.63,-2.04,12.34
2007年-2014年,宁夏回族自治区,彭阳,4,17.7,2.49,15.42
2007年-2014年,宁夏回族自治区,彭阳,5,23.81,7.94,35.28
2007年-2014年,宁夏回族自治区,彭阳,6,26.65,11.88,38.67
2007年-2014年,宁夏回族自治区,彭阳,7,27.34,15.56,75.34
2007年-2014年,宁夏回族自治区,彭阳,8,25.31,14.22,83.66
2007年-2014年,宁夏回族自治区,彭阳,9,20,10.01,95.39
2007年-2014年,宁夏回族自治区,彭阳,10,15.15,3.01,38.73
2007年-2014年,宁夏回族自治区,彭阳,11,9.89,-5.01,13.8
2007年-2014年,宁夏回族自治区,彭阳,12,4.12,-10.16,1.95
1981年-2010年,宁夏回族自治区,平罗,1,-0.6,-13.2,1.2
1981年-2010年,宁夏回族自治区,平罗,2,4.2,-9.3,1.8
1981年-2010年,宁夏回族自治区,平罗,3,11,-2.6,5
1981年-2010年,宁夏回族自治区,平罗,4,19.1,4.3,6.8
1981年-2010年,宁夏回族自治区,平罗,5,24.7,10.7,17.8
1981年-2010年,宁夏回族自治区,平罗,6,28.7,15.2,27.2
1981年-2010年,宁夏回族自治区,平罗,7,30.6,17.9,43.2
1981年-2010年,宁夏回族自治区,平罗,8,28.6,16.3,39.6
1981年-2010年,宁夏回族自治区,平罗,9,23.8,10.7,24.7
1981年-2010年,宁夏回族自治区,平罗,10,17.2,3.4,8
1981年-2010年,宁夏回族自治区,平罗,11,7.6,-3.3,1.6
1981年-2010年,宁夏回族自治区,平罗,12,0.5,-10.5,0.8
1981年-2010年,宁夏回族自治区,青铜峡,1,0.8,-11.6,1.2
1981年-2010年,宁夏回族自治区,青铜峡,2,5.2,-8,1.8
1981年-2010年,宁夏回族自治区,青铜峡,3,11.8,-1.7,4.5
1981年-2010年,宁夏回族自治区,青铜峡,4,19.8,4.9,9.2
1981年-2010年,宁夏回族自治区,青铜峡,5,24.6,10.8,18.7
1981年-2010年,宁夏回族自治区,青铜峡,6,28.1,15.4,24
1981年-2010年,宁夏回族自治区,青铜峡,7,29.7,17.8,37
1981年-2010年,宁夏回族自治区,青铜峡,8,27.9,16.1,42.2
1981年-2010年,宁夏回族自治区,青铜峡,9,23.6,10.7,25.2
1981年-2010年,宁夏回族自治区,青铜峡,10,17.4,4,11.2
1981年-2010年,宁夏回族自治区,青铜峡,11,8.8,-2.3,2.3
1981年-2010年,宁夏回族自治区,青铜峡,12,2.1,-8.9,0.5
1981年-2010年,宁夏回族自治区,陶乐,1,-0.7,-14.3,0.8
1981年-2010年,宁夏回族自治区,陶乐,2,3.9,-10.1,1.4
1981年-2010年,宁夏回族自治区,陶乐,3,10.8,-3.2,5.3
1981年-2010年,宁夏回族自治区,陶乐,4,19.1,3.7,6.4
1981年-2010年,宁夏回族自治区,陶乐,5,25,10.4,20.7
1981年-2010年,宁夏回族自治区,陶乐,6,29,15.2,23.7
1981年-2010年,宁夏回族自治区,陶乐,7,30.7,18.1,37.9
1981年-2010年,宁夏回族自治区,陶乐,8,28.8,16.5,41.2
1981年-2010年,宁夏回族自治区,陶乐,9,23.9,10.8,23.1
1981年-2010年,宁夏回族自治区,陶乐,10,17.1,3.1,7.9
1981年-2010年,宁夏回族自治区,陶乐,11,7.8,-5.1,1.9
1981年-2010年,宁夏回族自治区,陶乐,12,0.7,-12,0.8
1981年-2010年,宁夏回族自治区,同心,1,1.5,-12.4,2.3
1981年-2010年,宁夏回族自治区,同心,2,5.5,-8.4,2.9
1981年-2010年,宁夏回族自治区,同心,3,11.9,-1.9,5.3
1981年-2010年,宁夏回族自治区,同心,4,19.2,4.8,14.8
1981年-2010年,宁夏回族自治区,同心,5,24.5,10.4,28.5
1981年-2010年,宁夏回族自治区,同心,6,28.4,14.8,39.4
1981年-2010年,宁夏回族自治区,同心,7,30.2,17.4,49.8
1981年-2010年,宁夏回族自治区,同心,8,28.4,16,61.4
1981年-2010年,宁夏回族自治区,同心,9,23.4,11.2,33.1
1981年-2010年,宁夏回族自治区,同心,10,17.1,4.3,18.8
1981年-2010年,宁夏回族自治区,同心,11,9.9,-3.8,2.6
1981年-2010年,宁夏回族自治区,同心,12,3.3,-10.2,1
1981年-2010年,宁夏回族自治区,西吉,1,-0.3,-14.5,2.7
1981年-2010年,宁夏回族自治区,西吉,2,2.6,-10.4,4.2
1981年-2010年,宁夏回族自治区,西吉,3,7.9,-4.6,9.5
1981年-2010年,宁夏回族自治区,西吉,4,14.8,0.8,20.6
1981年-2010年,宁夏回族自治区,西吉,5,19.7,5.8,42.6
1981年-2010年,宁夏回族自治区,西吉,6,23,9.9,58.1
1981年-2010年,宁夏回族自治区,西吉,7,24.8,12.7,75.3
1981年-2010年,宁夏回族自治区,西吉,8,23.5,11.9,86.2
1981年-2010年,宁夏回族自治区,西吉,9,18.5,7.7,55.8
1981年-2010年,宁夏回族自治区,西吉,10,12.7,1.5,29.7
1981年-2010年,宁夏回族自治区,西吉,11,6.8,-5.9,4.8
1981年-2010年,宁夏回族自治区,西吉,12,1.4,-12.3,1.5
1981年-2010年,宁夏回族自治区,盐池,1,0.1,-14,2.3
1981年-2010年,宁夏回族自治区,盐池,2,4.1,-10.1,3.1
1981年-2010年,宁夏回族自治区,盐池,3,10.4,-3.5,9.1
1981年-2010年,宁夏回族自治区,盐池,4,18.1,3.2,13.4
1981年-2010年,宁夏回族自治区,盐池,5,23.8,9.5,30.4
1981年-2010年,宁夏回族自治区,盐池,6,28,14.1,39.6
1981年-2010年,宁夏回族自治区,盐池,7,29.7,16.9,57.8
1981年-2010年,宁夏回族自治区,盐池,8,27.4,15.2,68.7
1981年-2010年,宁夏回族自治区,盐池,9,22.6,10,36.7
1981年-2010年,宁夏回族自治区,盐池,10,16.3,2.8,15.9
1981年-2010年,宁夏回族自治区,盐池,11,8.7,-5.1,4.2
1981年-2010年,宁夏回族自治区,盐池,12,1.8,-11.6,1.3
1981年-2010年,宁夏回族自治区,永宁,1,0.2,-12.5,1.3
1981年-2010年,宁夏回族自治区,永宁,2,4.8,-8.5,1.9
1981年-2010年,宁夏回族自治区,永宁,3,11.6,-1.8,6
1981年-2010年,宁夏回族自治区,永宁,4,19.6,4.9,9
1981年-2010年,宁夏回族自治区,永宁,5,24.6,10.8,21.5
1981年-2010年,宁夏回族自治区,永宁,6,28.4,15.2,24.6
1981年-2010年,宁夏回族自治区,永宁,7,30.3,17.7,36.1
1981年-2010年,宁夏回族自治区,永宁,8,28.4,16.2,37
1981年-2010年,宁夏回族自治区,永宁,9,23.9,10.9,24.6
1981年-2010年,宁夏回族自治区,永宁,10,17.5,4,10.7
1981年-2010年,宁夏回族自治区,永宁,11,8.6,-2.5,3.4
1981年-2010年,宁夏回族自治区,永宁,12,1.6,-9.6,0.9
1981年-2010年,宁夏回族自治区,中宁,1,1.4,-12,1.5
1981年-2010年,宁夏回族自治区,中宁,2,5.9,-7.9,1.6
1981年-2010年,宁夏回族自治区,中宁,3,12.6,-1.4,4.2
1981年-2010年,宁夏回族自治区,中宁,4,20.1,5.3,10.5
1981年-2010年,宁夏回族自治区,中宁,5,25.1,10.7,19.8
1981年-2010年,宁夏回族自治区,中宁,6,28.7,15.2,28.6
1981年-2010年,宁夏回族自治区,中宁,7,30.3,17.8,39.3
1981年-2010年,宁夏回族自治区,中宁,8,28.6,16.2,45.8
1981年-2010年,宁夏回族自治区,中宁,9,24,11.1,24.9
1981年-2010年,宁夏回族自治区,中宁,10,17.9,4,13.3
1981年-2010年,宁夏回族自治区,中宁,11,9.8,-3,2.5
1981年-2010年,宁夏回族自治区,中宁,12,2.9,-9.5,0.4
1981年-2010年,宁夏回族自治区,泾源,1,0.1,-11.5,5.9
1981年-2010年,宁夏回族自治区,泾源,2,2,-8.6,9.5
1981年-2010年,宁夏回族自治区,泾源,3,6.8,-3.5,17.4
1981年-2010年,宁夏回族自治区,泾源,4,13.6,2,31
1981年-2010年,宁夏回族自治区,泾源,5,18.2,6.5,57.5
1981年-2010年,宁夏回族自治区,泾源,6,21.4,10.3,84.8
1981年-2010年,宁夏回族自治区,泾源,7,23.2,12.8,123.2
1981年-2010年,宁夏回族自治区,泾源,8,21.6,12.3,133.6
1981年-2010年,宁夏回族自治区,泾源,9,17,8.2,93.6
1981年-2010年,宁夏回族自治区,泾源,10,11.8,2.4,49
1981年-2010年,宁夏回族自治区,泾源,11,7,-4,9.5
1981年-2010年,宁夏回族自治区,泾源,12,2,-9.4,3.3
1981年-2010年,新疆维吾尔自治区,乌鲁木齐,1,-7.2,-15.9,11.5
1981年-2010年,新疆维吾尔自治区,乌鲁木齐,2,-4.5,-13,12.2
1981年-2010年,新疆维吾尔自治区,乌鲁木齐,3,4.1,-4.1,18.3
1981年-2010年,新疆维吾尔自治区,乌鲁木齐,4,16.4,5.3,35.3
1981年-2010年,新疆维吾尔自治区,乌鲁木齐,5,23.2,11.7,40.4
1981年-2010年,新疆维吾尔自治区,乌鲁木齐,6,28,16.6,31.6
1981年-2010年,新疆维吾尔自治区,乌鲁木齐,7,29.9,18.6,37.5
1981年-2010年,新疆维吾尔自治区,乌鲁木齐,8,29,17.2,27.7
1981年-2010年,新疆维吾尔自治区,乌鲁木齐,9,23.1,11.7,23.6
1981年-2010年,新疆维吾尔自治区,乌鲁木齐,10,13.7,3.9,24.1
1981年-2010年,新疆维吾尔自治区,乌鲁木齐,11,2.8,-4.8,20.1
1981年-2010年,新疆维吾尔自治区,乌鲁木齐,12,-4.7,-12.8,16.4
1981年-2010年,新疆维吾尔自治区,阿拉尔,1,0.3,-14.4,0.8
1981年-2010年,新疆维吾尔自治区,阿拉尔,2,6.3,-9.2,0.9
1981年-2010年,新疆维吾尔自治区,阿拉尔,3,14.7,-0.2,1.3
1981年-2010年,新疆维吾尔自治区,阿拉尔,4,23.3,7.5,0.8
1981年-2010年,新疆维吾尔自治区,阿拉尔,5,28.4,13,7.9
1981年-2010年,新疆维吾尔自治区,阿拉尔,6,31.5,16.1,10.4
1981年-2010年,新疆维吾尔自治区,阿拉尔,7,32.4,17.7,11.9
1981年-2010年,新疆维吾尔自治区,阿拉尔,8,31.5,16.6,11.2
1981年-2010年,新疆维吾尔自治区,阿拉尔,9,27.4,11.1,4.7
1981年-2010年,新疆维吾尔自治区,阿拉尔,10,20.5,2.5,1.8
1981年-2010年,新疆维吾尔自治区,阿拉尔,11,10.5,-5.1,0.5
1981年-2010年,新疆维吾尔自治区,阿拉尔,12,1.7,-11.4,1.2
1981年-2010年,新疆维吾尔自治区,阿勒泰,1,-9.1,-20.4,17.8
1981年-2010年,新疆维吾尔自治区,阿勒泰,2,-6.1,-18.1,9.4
1981年-2010年,新疆维吾尔自治区,阿勒泰,3,1.4,-9.8,10.4
1981年-2010年,新疆维吾尔自治区,阿勒泰,4,14.1,2.2,14.2
1981年-2010年,新疆维吾尔自治区,阿勒泰,5,21.9,9.1,18.5
1981年-2010年,新疆维吾尔自治区,阿勒泰,6,26.6,13.3,16.3
1981年-2010年,新疆维吾尔自治区,阿勒泰,7,28.2,15,28
1981年-2010年,新疆维吾尔自治区,阿勒泰,8,26.9,13.3,20.4
1981年-2010年,新疆维吾尔自治区,阿勒泰,9,21.2,7.8,14
1981年-2010年,新疆维吾尔自治区,阿勒泰,10,12.4,1.3,16.1
1981年-2010年,新疆维吾尔自治区,阿勒泰,11,1.3,-8.3,25.1
1981年-2010年,新疆维吾尔自治区,阿勒泰,12,-7,-17.5,22.4
1981年-2010年,新疆维吾尔自治区,博乐,1,-9.6,-20.5,5.3
1981年-2010年,新疆维吾尔自治区,博乐,2,-5.4,-16.7,6.8
1981年-2010年,新疆维吾尔自治区,博乐,3,5.2,-4.8,8.9
1981年-2010年,新疆维吾尔自治区,博乐,4,17.9,4.9,19.4
1981年-2010年,新疆维吾尔自治区,博乐,5,25.1,11.1,32.3
1981年-2010年,新疆维吾尔自治区,博乐,6,30,15.1,28.9
1981年-2010年,新疆维吾尔自治区,博乐,7,31.7,16.5,29.1
1981年-2010年,新疆维吾尔自治区,博乐,8,30.2,14.9,18.7
1981年-2010年,新疆维吾尔自治区,博乐,9,23.9,9.6,17.9
1981年-2010年,新疆维吾尔自治区,博乐,10,14.6,2.6,15.5
1981年-2010年,新疆维吾尔自治区,博乐,11,3.1,-5,8.5
1981年-2010年,新疆维吾尔自治区,博乐,12,-6.7,-15.1,8.9
1981年-2010年,新疆维吾尔自治区,哈密,1,-2.6,-15.5,1.4
1981年-2010年,新疆维吾尔自治区,哈密,2,4.5,-9.8,1.4
1981年-2010年,新疆维吾尔自治区,哈密,3,13.1,-1.9,1.5
1981年-2010年,新疆维吾尔自治区,哈密,4,21.8,6.1,2.9
1981年-2010年,新疆维吾尔自治区,哈密,5,28.3,12.2,4
1981年-2010年,新疆维吾尔自治区,哈密,6,32.9,16.8,5.7
1981年-2010年,新疆维吾尔自治区,哈密,7,34.6,18.9,9
1981年-2010年,新疆维吾尔自治区,哈密,8,33.3,16.7,5.7
1981年-2010年,新疆维吾尔自治区,哈密,9,28,10.4,3.3
1981年-2010年,新疆维吾尔自治区,哈密,10,19.1,2.7,4
1981年-2010年,新疆维吾尔自治区,哈密,11,8,-4.9,2.9
1981年-2010年,新疆维吾尔自治区,哈密,12,-1.4,-12.9,1.8
1981年-2010年,新疆维吾尔自治区,和田,1,1.3,-8.2,1.9
1981年-2010年,新疆维吾尔自治区,和田,2,6.9,-3.4,1.9
1981年-2010年,新疆维吾尔自治区,和田,3,15.8,4,2.5
1981年-2010年,新疆维吾尔自治区,和田,4,23.5,10.7,2.9
1981年-2010年,新疆维吾尔自治区,和田,5,27.8,15.2,7.2
1981年-2010年,新疆维吾尔自治区,和田,6,31.1,18.5,8.9
1981年-2010年,新疆维吾尔自治区,和田,7,32.6,20,7.2
1981年-2010年,新疆维吾尔自治区,和田,8,31.7,19.3,4.6
1981年-2010年,新疆维吾尔自治区,和田,9,27.4,14.5,3.6
1981年-2010年,新疆维吾尔自治区,和田,10,20.6,7,1.5
1981年-2010年,新疆维吾尔自治区,和田,11,11.6,0,0.5
1981年-2010年,新疆维吾尔自治区,和田,12,3.1,-6.3,1.4
1981年-2010年,新疆维吾尔自治区,克拉玛依,1,-11.1,-18.5,4.9
1981年-2010年,新疆维吾尔自治区,克拉玛依,2,-6.5,-14.6,3.2
1981年-2010年,新疆维吾尔自治区,克拉玛依,3,5.9,-3.1,3.5
1981年-2010年,新疆维吾尔自治区,克拉玛依,4,18.9,8.2,8.6
1981年-2010年,新疆维吾尔自治区,克拉玛依,5,26.3,15.1,15.3
1981年-2010年,新疆维吾尔自治区,克拉玛依,6,31.7,20.5,15.9
1981年-2010年,新疆维吾尔自治区,克拉玛依,7,33.6,22.5,23.3
1981年-2010年,新疆维吾尔自治区,克拉玛依,8,31.9,20.9,17.3
1981年-2010年,新疆维吾尔自治区,克拉玛依,9,25.3,14.8,8.3
1981年-2010年,新疆维吾尔自治区,克拉玛依,10,15.2,6.3,7.3
1981年-2010年,新疆维吾尔自治区,克拉玛依,11,3.3,-3.6,5.6
1981年-2010年,新疆维吾尔自治区,克拉玛依,12,-7.6,-13.8,5.8
1981年-2010年,新疆维吾尔自治区,奇台,1,-8.5,-23.2,7.3
1981年-2010年,新疆维吾尔自治区,奇台,2,-5,-20.2,5.8
1981年-2010年,新疆维吾尔自治区,奇台,3,4.9,-7.8,9.7
